cont_age,resp_age,count
70+,0-9,0.5662351255114539
60-69,0-9,0.9227952829807878
50-59,0-9,0.40009991642362736
40-49,0-9,0.3233734397089784
30-39,0-9,0.8519229466671477
20-29,0-9,0.729998167957125
10-19,0-9,0.8163978898159718
0-9,0-9,1.9489863786335329
70+,10-19,0.5699139226753768
60-69,10-19,0.9079931047752932
50-59,10-19,0.3863491746068285
40-49,10-19,0.5094649552788467
30-39,10-19,0.7738057214603344
20-29,10-19,0.4888117286027944
10-19,10-19,2.0113327275735404
0-9,10-19,0.9244037813020012
70+,20-29,0.4644715932945618
60-69,20-29,0.95498792717645
50-59,20-29,0.6964773761785843
40-49,20-29,0.7896273926947082
30-39,20-29,1.0001629169792492
20-29,20-29,1.4480201259526368
10-19,20-29,0.6714819982964196
0-9,20-29,1.183544015885822
70+,30-39,0.4985887995752234
60-69,30-39,0.9486529548233096
50-59,30-39,0.6762241846328831
40-49,30-39,0.9805607281517188
30-39,30-39,1.5967407102335287
20-29,30-39,0.8280001896936651
10-19,30-39,0.7954963265574995
0-9,30-39,1.159918188038405
70+,40-49,0.8176118462121135
60-69,40-49,0.9475177674643886
50-59,40-49,1.4257057066004313
40-49,40-49,1.583848162561324
30-39,40-49,1.2447042677932219
20-29,40-49,0.9162174938111052
10-19,40-49,1.03605045064032
0-9,40-49,0.5816760081609786
70+,50-59,1.0733818222495692
60-69,50-59,1.0855266011279066
50-59,50-59,2.0555358333850537
40-49,50-59,1.3049334900591136
30-39,50-59,1.0744105750941662
20-29,50-59,0.9779394882664648
10-19,50-59,0.6833539198709022
0-9,50-59,0.8833540096133101
70+,60-69,0.8185229383908016
60-69,60-69,2.209520531773045
50-59,60-69,1.505239761527253
40-49,60-69,1.0063060317666948
30-39,60-69,1.1310064469585364
20-29,60-69,0.7902319477163091
10-19,60-69,0.7636340296109885
0-9,60-69,1.025044055911681
70+,70+,1.6738550528200256
60-69,70+,1.6013709260527305
50-59,70+,1.3574165424862341
40-49,70+,1.0907556378859034
30-39,70+,1.1490511689606149
20-29,70+,0.8266251499401165
10-19,70+,0.9469772897933764
0-9,70+,0.8199294248473197
